id,collector,age_midpoint,gender,occupation_group,experience_midpoint,salary_midpoint,aliens,programming_ability,employment_status,industry,women_on_team,remote,job_satisfaction,job_discovery,commit_frequency,dogs_vs_cats,desktop_os,unit_testing,visit_frequency,why_learn_new_tech,open_to_new_job,star_wars_vs_star_trek,agree_tech,agree_notice,agree_problemsolving,agree_diversity,agree_adblocker,agree_alcohol,agree_loveboss,agree_nightcode,agree_legacy,agree_mars,important_variety,important_control,important_sameend,important_newtech,important_buildnew,important_buildexisting,important_promotion,important_companymission,important_wfh,important_ownoffice
12942,1,16,0,3,8,5000,0,10,77,,,,,,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,
13665,1,32,0,6,1.5,75000,0,4,0,1,0,2,3,7,3,0,2,0,0,2,1,0; 1,0,0,0,1,1,4,2,1,1,0,1,1,1,0,0,1,1,1,1,2
14020,1,27,0,13,3.5,45000,-1 (please specify),6,0,14,0,2,2,2,A few times a month,1,0,I don't know,0,6,1,0,1,2,1,0,3,1,1,0,3,4,1,0,2,0,0,0,1,0,1,1
17567,1,22,0,0,3.5,35000,0,7,0,14,0,3,2,4,0,1,0,0,0,3,1,0,1,0,1,0,0,1,0,1,1,3,1,1,0,1,1,1,1,0,1,0
17587,1,22,0,0,3.5,25000,1,7,0,4,0,2,2,1,0,1,2,0,0,2,1,0,0,0,0,0,0,3,1,1,1,3,0,1,1,0,0,2,2,2,1,1
21425,1,27,0,4,13,,-1 (please specify),7,1,4,0,1,-1 (please specify),2 - I created my own job,0,0,5,I don't know,0,3,1,0; 1,1,0,0,0,1,2,2,1,4,2,1,1,2,1,1,1,1,1,1,1
25610,1,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26892,1,16,0,7,0.5,,0,3,77,,,,,,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",1,0,I don't know,2,2,0,0,2,1,0,0,0,4,2,2,2,4,,,,,,,,,,
30898,1,37,0,15,13,35000,1,10,0,3,3,1,0,2 - I created my own job,2,-1 (please specify),2,0,0,4,0,,0,0,0,0,0,4,0,4,1,4,2,0,0,0,0,0,2,0,2,0
3403,1,27,0,1,8,55000,,6,0,3,1,3,4,1,3,1,2,0,0,3,0,1,1,3,1,2,4,1,4,0,1,4,2,1,2,1,2,0,2,2,2,2
5498,1,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16011,1,27,0,0,8,45000,1,7,0,8,0,2,2,1,0,0,5,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,
218,1,22,0,3,3.5,15000,1,8,0,3,1,2,0,1,0,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,
1363,1,27,0,0,3.5,5000,0,9,0,3,0,0,2,2,0,0,0,0,0,3,1,,2,1,0,1,3,4,2,1,1,0,1,1,2,0,1,1,1,0,1,2
2581,1,32,0,4,13,,0,5,0,8,0,2,2,1,2,0,0,I don't know,1,3,1,,0,0,0,0,4,3,1,1,2,2,0,1,1,0,0,1,1,1,1,1
7247,1,32,0,9,13,65000,-1 (please specify),9,0,3,1,1,0,2,0,0,2,I don't know,0,0,1,1,0,0,0,1,3,2,2,2,3,4,1,0,2,0,0,1,0,1,1,1
4625,1,44.5,0,0,13,45000,1,7,0,-1 (please specify),0,1,2,2,0,,4,0,0,3,,,,,,,,,,,,,,,,,,,,,,
7382,1,32,0,1,3.5,55000,1,7,0,16,1,2,3,4,3,0,8,0,2,2,1,0,1,2,0,0,1,3,2,2,1,4,1,1,2,0,1,1,1,1,1,2
23877,1,37,0,6,13,,0,9,1,1,5,3,2,7,0,1,0,0,0,0,1,1,1,1,2,1,1,2,2,1,1,2,1,1,0,1,1,1,2,2,2,1
25368,1,22,0,13,3.5,25000,0,7,0,0,1,2,0,2,A few times a month,1,0,0,4,2,0,,1,0,0,0,3,3,0,1,1,4,1,0,1,0,1,1,1,0,2,2
13865,1,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17624,1,22,0,1,8,5000,1,8,6,4,0,0,0,2,0,0,0,0,0,3,1,,3,0,2,2,0,4,0,0,4,4,1,0,1,0,0,0,0,0,1,1
1897,1,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,1,22,0,3,8,5000,0,8,0,-1 (please specify),2,3,4,2,0,-1 (please specify),0,0,0,0,1,,0,0,0,0,1,2,2,0,1,0,2,1,2,0,0,0,0,1,1,1
3367,1,27,1,1,8,5000,1,8,0,3,0,3,2,23,0,0,0,0,0,2,1,0,2,1,0,0,3,4,1,4,1,4,1,,,1,,1,,1,,1
3492,1,32,0,3,3.5,65000,0,7,0,11,2,2,0,0,0,1,5,0,0,2,0,0,1,1,0,0,4,2,0,1,2,4,0,1,1,0,0,0,0,0,2,2
6941,1,27,0,6,3.5,15000,1,7,0,1,1,3,2,2,3,1,4,1,0,3,2,0,0,1,0,1,2,4,2,0,1,4,0,1,1,0,0,1,1,0,0,0
11150,1,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11166,1,22,0,3,0.5,5000,0,6,6,3,1,3,2,7,2,1,2,0,0,2,1,0,2,1,2,1,1,3,1,0,2,2,1,1,1,0,0,0,1,1,0,1
15331,1,22,0,0,1.5,5000,0,6,0,4,0,2,2,4,0,0,6,0,0,2,1,0,1,1,0,0,4,4,1,0,2,3,0,1,2,0,0,0,1,0,1,2
15991,1,27,0,0,8,5000,0,10,2,3,0,0,0,2,0,0,0,0,0,2,1,0,0,1,0,1,4,0,0,0,1,4,1,1,2,0,0,0,1,0,1,1
18171,1,27,0,0,8,25000,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20265,1,27,0,0,3.5,25000,0,6,0,11,0,2,2,6,0,1,5,0,0,6,1,,1,0,1,4,4,2,1,1,3,4,1,1,2,0,0,1,1,0,2,2
28259,1,22,0,1,3.5,5000,0,6,0,11,"I am not on a ""team""",2,0,0,0,1,0,0,2,0,0,0,0,1,1,1,4,2,2,1,2,1,1,1,2,0,0,0,1,1,2,2
29177,1,27,0,16,8,15000,0,7,0,0,0,3,4,2,3,1,7,0,0,2,1,0; 1,3,1,1,0,2,4,1,3,0,1,1,1,1,0,0,0,0,2,1,2
31413,1,22,0,3,1.5,,0,3,0,3,0,3,2,2,0,1,2,I don't know,0,2,1,0; 1,0,0,1,0,3,4,2,4,2,0,2,1,1,0,0,0,0,0,1,1
509,1,37,0,0,13,15000,0,7,0,13,3,1,4,2,0,0,3,1,0,2,,,,,,,,,,,,,,,,,,,,,,
7434,1,32,0,0,13,,0,9,0,3,I'm not sure,2,2,2,3,0,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,
16837,1,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,1,27,0,1,8,85000,1,8,0,1,0,2,0,2,2,-1 (please specify),2,0,1,3,1,,0,0,0,1,0,4,0,1,2,4,1,0,2,0,0,0,1,1,0,1
1651,1,37,0,,13,155000,1,8,0,-1 (please specify),1,0,0,-1,0,1,0,0,2,3,0,,1,1,0,0,2,2,1,2,2,4,1,0,2,0,0,0,1,1,0,2
2188,1,65,0,,0.5,105000,1,1,8,,,,,,4,0,4,I don't know,3,3,0,1,2,2,2,2,2,4,2,2,2,2,2,2,2,1,1,1,2,2,1,
2776,1,22,0,7,3.5,,0,7,-1 (please specify),3,2,3,0,4,A few times a month,1,0,0,2,2,1,0,0,1,0,0,0,3,0,1,3,3,1,1,1,0,0,1,1,0,2,2
3070,1,44.5,0,4,13,75000,1,7,0,10,4,0,4,-1,A few times a month,0,4,I don't know,0,2,1,0,2,0,0,3,3,4,2,1,1,4,1,1,2,0,1,1,1,1,1,1
3993,1,22,0,14,3.5,55000,0,7,0,14,0,2,2,10,0,1,3,0,0,2,0,,1,0,0,0,1,4,1,3,2,3,1,0,1,0,0,0,1,1,2,2
4164,1,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4375,1,27,0,0,3.5,65000,0,8,0,14,0,2,2,7,2,0,2,-1 (please specify),2,2,1,0,0,2,1,1,2,4,2,2,2,3,0,0,2,1,0,1,1,1,2,1
4934,1,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4940,1,27,0,0,1.5,45000,0,7,0,11,1,3,2,2,0,1,4,0,2,0,0,0,1,1,0,0,0,4,0,1,2,4,1,0,1,0,0,0,0,1,2,1
7716,1,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11650,1,27,0,0,3.5,55000,1,9,0,-1 (please specify),1,1,4,4,0,0,3,0,0,2,1,0; 1,1,1,0,2,2,3,1,1,2,2,1,1,1,0,1,1,1,0,0,1
15179,1,27,0,7,3.5,15000,0,9,-1 (please specify),10,1,3,2,-1,0,1,6,1,0,3,1,0,3,1,0,1,0,1,2,0,0,2,1,1,2,0,0,1,1,1,1,0
18908,1,32,0,8,0.5,15000,1,7,77,,,,,,0,0,5,0,0,3,1,,1,0,1,1,3,1,2,2,3,4,0,0,1,0,0,1,1,0,2,1
20086,1,22,0,7,8,35000,1,8,77,,,,,,0,0,0,0,0,4,1,0,3,0,1,1,4,2,1,3,1,4,1,0,0,0,1,1,1,2,1,2
20511,1,54.5,0,15,13,105000,1,7,1,15,5,2,3,6,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",0,0,0,1,3,2,0,3,1,0,0,4,4,2,4,1,4,0,0,2,1,0,1,1,1,2,2
23434,1,44.5,0,9,13,95000,0,7,1,10,0,2,0,7,0,0,3,0,0,-1 (please specify),1,,1,0,0,3,4,1,1,0,0,4,1,1,2,0,1,1,1,2,1,0
26719,1,37,1,0,13,55000,1,10,0,12,2,3,2,2,0,0,6,I don't know,0,5,0,0,2,2,0,2,1,2,2,2,1,2,1,1,2,1,0,0,1,1,1,2
27057,1,27,0,13,3.5,35000,1,4,0,4,0,3,5,7,3,1,1,I don't know,0,0,2,0,1,1,0,2,1,3,2,,1,4,2,2,0,1,1,2,1,1,1,1
27430,1,54.5,0,12,13,95000,0,9,0,7,2,2,2,7,0,1,4,0,0,2,1,1,1,1,0,0,3,1,2,1,1,4,0,0,1,0,0,0,1,1,1,0
30851,1,37,0,0,13,95000,1,9,1,14,0,0,2,2 - I created my own job,0,0,0,I don't know,0,2,1,0,4,0,0,1,1,0,1,0,0,4,2,0,2,0,0,1,1,2,0,0
31516,1,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,1,32,0,12,13,,0,6,0,17,2,1,0,7,,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,
934,1,27,0,14,8,210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,1,22,0,1,0.5,15000,0,3,0,4,1,3,0,2 - I created my own job,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
1392,1,22,0,8,3.5,,1,6,77,,,,,,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",-1 (please specify),2,I don't know,0,3,1,,1,0,0,0,2,4,2,4,1,4,2,1,0,0,0,1,1,0,0,0
2388,1,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517,1,27,1,1,3.5,85000,0,6,0,11,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3905,1,27,0,5,1.5,15000,0,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5578,1,27,0,0,3.5,,0,5,0,11,1,3,0,-1,3,1,5,I don't know,0,5,2,1,1,3,0,1,3,3,2,1,1,3,1,1,1,0,1,2,0,2,1,2
5653,1,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13334,1,22,0,18,1.5,15000,0,8,0,8,0,2,0,0,0,1,2,0,0,3,,,,,,,,,,,,,,,,,,,,,,
17367,1,27,,13,0.5,15000,0,5,0,-1 (please specify),1,3,4,2,2,0,4,I don't know,0,2,1,0,0,0,0,0,2,4,2,1,2,0,0,0,0,0,0,0,1,2,2,2
17889,1,27,0,3,1.5,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17958,1,32,0,9,8,65000,1,10,0,6,0,3,2,7,0,1,0,-1 (please specify),2,0,2,0,0,0,0,2,2,3,2,1,2,3,1,1,2,0,0,1,1,1,1,1
19616,1,27,0,1,3.5,65000,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,1,27,0,13,3.5,25000,0,7,0,3,0,0,2,2,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,
2064,1,16,0,1,3.5,5000,0,7,0,3,2,3,2,2,0,1,5,0,0,2,,,,,,,,,,,,,,,,,,,,,,
4943,1,32,0,0,8,25000,0,9,1,14,"I am not on a ""team""",0,2,4,3,0,0,1,0,6,1,0,,,,,,,,,,,,,,,,,,,,
16121,1,27,0,3,3.5,5000,1,8,0,1,0,3,2,2,3,1,4,I don't know,0,2,1,,1,1,0,1,3,4,4,1,1,3,1,1,1,0,0,1,0,0,1,2
31044,1,22,1,7,1.5,5000,1,5,77,,,,,,2,0,4,0,0,2,1,0,0,1,1,1,1,4,2,1,4,3,1,1,1,0,0,1,1,1,0,2
15652,1,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,1,32,0,,0.5,15000,0,2,2,7,"I am not on a ""team""",2,2,2 - I created my own job,2,1,0,I don't know,2,4,1,1,,,,,,,,,,,,,,,,,,,,
18758,1,32,0,0,3.5,25000,0,9,0,-1 (please specify),4,2,3,6,0,-1 (please specify),0,-1 (please specify),0,2,1,0,2,1,1,0,4,4,2,3,1,3,1,1,1,0,0,0,1,0,1,1
236,1,32,0,16,3.5,25000,1,3,0,0,2,0,3,7,A few times a month,1,4,0,1,6,2,,,,,,,,,,,,,,,,,,,,,
4721,1,32,0,0,13,45000,0,8,0,0,1,2,3,7,0,1,2,I don't know,0,0,2,,,,,,,,,,,,,,,,,,,,,
9486,1,27,0,6,0.5,25000,1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10562,1,37,0,9,13,55000,1,8,0,3,0,1,4,2,0,0,4,0,4,0,1,1,2,1,1,1,3,2,1,1,1,4,1,1,2,1,1,1,1,2,1,2
12222,1,27,0,17,3.5,5000,1,7,0,3,1,2,0,2,0,0,4,1,2,4,0,0,2,1,1,1,,,2,2,2,4,2,2,2,,2,2,2,1,2,2
16625,1,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,1,44.5,0,8,13,115000,1,8,0,0,"I am not on a ""team""",2,4,2,0,1,4,0,0,4,1,0,1,0,0,1,3,2,2,2,1,4,0,0,1,1,0,1,1,0,1,2
2179,1,44.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4864,1,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29462,1,32,0,6,8,105000,1,8,0,7,0,3,-1 (please specify),4,0,-1 (please specify),3,0,0,5,,0,1,0,0,0,1,4,2,2,3,3,2,0,1,1,0,1,1,1,1,1
6769,1,27,0,0,3.5,5000,1,8,0,14,0,2,0,22,0,0,5,0,0,2,2,1,0,1,0,,0,4,1,0,1,4,1,1,0,0,0,0,0,1,2,1
18559,1,32,0,17,13,45000,1,7,0,1,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,1,16,0,6,1.5,5000,0,5,4,,,,,,4,0,1,I don't know,4,4,1,1,2,1,0,3,0,4,4,0,1,1,,,,0,0,0,,,,1
9367,1,37,0,1,8,55000,1,7,0,,0,2,2,2,0,-1 (please specify),5,-1 (please specify),2,2,,,,,,,,,,,,,,,,,,,,,,
167,1,22,0,8,1.5,5000,0,8,77,,,,,,4,0,4,I don't know,0,3,1,0,0,2,0,2,0,4,1,3,1,1,0,2,1,0,0,1,2,1,2,2
1039,1,22,0,7,1.5,,0,8,77,,,,,,3,0,0,0,2,2,2,0; 1,,,,,,,,,,,,,,,,,,,,
2054,1,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3521,1,54.5,0,15,13,55000,0,8,0,3,0,2,2,2,3,0,0,0,2,0,0,0,0,0,0,1,2,4,0,2,0,4,1,0,2,1,1,0,1,1,2,1
3626,1,27,0,0,3.5,45000,0,10,0,17,0,2,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4697,1,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5061,1,27,0,12,1.5,45000,0,5,0,17,0,3,2,1,3,1,5,0,0,2,,,,,,,,,,,,,,,,,,,,,,
5363,1,22,0,3,3.5,15000,0,6,77,,,,,,0,1,2,0,0,0,1,0,0,1,1,2,0,4,1,3,4,3,2,2,0,1,1,1,2,0,1,1
5368,1,27,0,8,3.5,15000,0,7,0,-1 (please specify),11+,2,2,1,4,1,4,0,0,0,1,0,0,1,1,0,2,4,2,1,1,4,1,2,1,0,1,1,0,0,0,1
5812,1,32,0,0,13,,0,8,-1 (please specify),9,0,0,32,32,0,0,10,I don't know,1,0,2,0,1,1,0,2,1,4,2,1,2,4,1,1,2,1,1,1,1,1,0,0
8002,1,32,0,3,3.5,45000,1,10,1,17,2,1,0,6,0,0,5,0,0,0,2,0,0,1,0,1,2,4,0,1,1,2,0,0,2,0,0,0,0,0,1,1
11739,1,32,0,,13,55000,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12711,1,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16065,1,22,0,8,8,5000,0,8,77,,,,,,3,-1 (please specify),0,0,2,6,1,1,1,0,0,0,4,3,2,4,4,1,1,0,1,0,0,2,0,0,2,2
16743,1,32,0,0,8,15000,0,7,0,4,1,3,3,2,0,-1 (please specify),5,0,2,0,1,0,1,0,1,0,2,2,1,3,3,4,1,1,0,0,0,1,1,0,0,2
19256,1,27,0,7,0.5,,0,7,77,,,,,,0,0,0,0,2,3,1,0,,,,,,,,,,,,,,,,,,,,
25948,1,27,0,1,1.5,35000,-1 (please specify),,0,13,0,0,0,7,2,-1 (please specify),4,0,0,0,0,,0,0,0,3,0,4,2,0,0,4,2,1,2,0,0,0,0,0,0,0
26074,1,27,0,,3.5,55000,0,7,0,13,0,3,2,4,0,1,0,0,0,3,1,0,2,3,0,0,1,1,1,3,4,3,0,1,2,0,0,1,1,1,2,2
29597,1,32,0,3,8,45000,0,7,2,3,"I am not on a ""team""",0,2,2 - I created my own job,0,0,2,1,0,6,1,0,1,1,1,0,3,4,2,3,2,4,1,1,2,1,0,1,1,1,2,2
29931,1,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,1,16,0,7,3.5,,0,7,77,,,,,,4,0,5,I don't know,2,4,0,0; 1,0,0,0,0,2,2,2,0,2,1,1,1,2,0,0,0,2,1,0,1
3033,1,22,0,0,1.5,5000,0,6,0,1,0,3,4,4,2,1,0,0,0,2,1,,0,0,0,0,1,4,2,1,1,0,0,1,2,0,0,2,1,0,1,2
21081,1,27,0,0,8,35000,1,9,1,11,0,0,2,6,0,1,1,0,1,3,2,0,0,0,0,1,0,4,1,0,1,4,0,0,2,0,0,0,2,0,0,0
214,1,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,1,27,0,6,1.5,25000,1,6,0,-1 (please specify),0,2,2,4,0,1,2,1,0,2,1,0,3,1,1,1,0,2,2,0,2,1,1,1,1,0,0,0,0,0,1,1
1063,1,27,0,1,3.5,55000,1,7,0,14,0,2,4,0,0,0,0,0,0,3,1,0,1,0,0,0,0,3,3,1,1,4,0,2,1,0,0,1,2,2,1,1
1211,1,16,0,7,3.5,,0,7,77,,,,,,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",1,2,0,0,5,,,,,,,,,,,,,,,,,,,,,,
2339,1,27,0,7,3.5,5000,1,7,77,,,,,,3,1,3,0,2,2,2,0,1,1,0,0,3,2,2,0,2,4,0,0,1,0,0,1,0,0,0,1
2821,1,32,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3494,1,32,0,0,1.5,5000,0,4,0,0,0,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560,1,16,0,7,8,,0,6,77,,,,,,A few times a month,0,2,I don't know,1,3,1,,2,2,0,1,0,4,2,3,3,4,1,0,1,0,0,1,1,1,1,1
5130,1,22,0,1,3.5,45000,0,6,6,1,0,2,2,2,0,0,1,0,2,2,0,0,1,2,0,0,0,4,2,3,0,4,2,1,2,0,0,0,2,2,1,1
7302,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7822,1,44.5,0,4,13,75000,0,7,0,16,2,2,2,2,3,1,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,
12056,1,22,0,7,3.5,,1,8,77,,,,,,2,0,2,1,0,0,1,0,0,0,0,0,3,3,1,0,4,4,0,0,2,0,0,0,0,0,0,1
12885,1,22,1,7,0.5,5000,1,5,6,11,1,3,0,1,2,0,3,I don't know,0,2,2,0,0,2,0,1,1,2,1,3,4,0,1,1,1,1,1,1,1,1,1,1
15073,1,32,0,,8,45000,0,4,0,10,2,2,0,0,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",0,1,I don't know,2,3,1,0,0,0,1,0,2,4,1,4,2,4,1,0,2,0,0,1,1,1,2,1
15680,1,32,0,0,3.5,45000,1,10,0,1,1,2,4,7,0,1,5,0,0,4,1,,1,1,0,1,4,4,2,1,3,4,1,0,2,0,0,1,0,1,2,1
16055,1,22,0,7,8,,1,8,77,,,,,,0,0,4,I don't know,0,3,1,,1,0,0,1,0,4,2,1,1,4,1,0,2,1,1,1,0,0,2,0
16070,1,32,0,19,8,45000,1,10,0,17,0,1,2,-1,0,1,8,1,0,0,1,0,1,0,0,0,4,3,2,0,2,4,2,0,2,0,1,1,0,1,1,0
16116,1,44.5,0,6,13,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19480,1,27,0,8,3.5,55000,0,8,6,5,5,1,0,2 - I created my own job,0,0,1,-1 (please specify),0,3,1,1,0,0,0,0,0,3,1,1,4,1,2,0,2,0,0,1,2,2,1,1
20705,1,22,0,7,8,25000,0,8,77,77,,,,,0,1,0,0,1,4,1,0,1,0,0,1,1,0,2,0,1,2,1,0,2,0,0,1,1,1,2,2
21186,1,32,1,11,1.5,35000,-1 (please specify),3,0,4,3,2,3,7,3,0,0,0,0,2,1,0; 1,1,0,1,0,2,3,3,1,3,1,0,1,2,0,0,1,1,1,1,0
22968,1,32,0,6,3.5,,1,6,2,-1 (please specify),"I am not on a ""team""",0,0,2 - I created my own job,0,-1 (please specify),4,I don't know,1,0,2,0,,,,,,,,,,,,,,,,,,,,
24548,1,27,0,8,8,55000,-1 (please specify),8,0,-1 (please specify),0,2,4,2,0,0,0,0,2,3,2,1,0,0,0,0,1,3,3,0,1,1,0,0,2,0,0,1,0,0,1,1
25864,1,27,0,8,3.5,75000,0,7,0,3,,1,2,0,0,0,,0,1,2,1,,1,1,0,0,1,2,1,1,3,1,1,1,2,0,0,1,1,0,0,1
28326,1,22,0,0,3.5,15000,1,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28406,1,32,0,0,3.5,35000,1,7,0,3,1,2,2,7,3,0,7,I don't know,0,2,0,1,1,1,0,0,1,3,1,1,2,0,2,1,2,1,1,1,2,2,2,2
29742,1,32,0,16,13,35000,0,7,0,3,2,1,4,4,0,1,4,I don't know,2,3,1,0,0,1,1,0,1,1,2,1,2,3,1,1,2,0,0,0,0,1,0,2
29791,1,32,1,,3.5,35000,,5,0,8,3,3,0,4,0,0,3,I don't know,2,4,0,,2,3,0,2,4,4,1,1,1,4,0,1,2,1,1,1,2,1,2,2
30068,1,32,0,15,8,,1,7,0,-1 (please specify),4,2,2,-1,3,-1 (please specify),2,I don't know,0,3,1,0,1,2,0,1,4,4,3,2,1,3,0,0,2,0,0,0,1,0,1,1
31347,1,32,0,0,13,65000,1,9,0,13,3,2,0,1,0,1,2,0,1,2,1,,0,0,0,0,2,4,2,1,3,3,0,0,2,0,0,0,1,1,1,1
2589,1,22,0,3,8,,1,7,77,,,,,,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",1,2,I don't know,,,,,,,,,,,,,,,,,,,,,,,,
1753,1,22,0,8,3.5,5000,0,8,1,10,3,0,0,0,0,1,5,0,1,6,1,0,0,1,0,2,0,4,1,0,2,4,0,0,2,0,0,1,1,1,2,2
4606,1,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5202,1,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22096,1,32,0,14,8,,0,3,0,2,"I am not on a ""team""",0,0,1,,1,,,1,4,2,0,0,0,0,0,0,0,1,2,4,4,0,1,2,0,0,0,0,1,0,2
22222,1,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17941,1,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29598,1,16,0,13,1.5,105000,1,7,0,11,1,2,0,4,0,,5,I don't know,0,2,1,0,,,,,,,,,,,,,,,,,,,,
2859,1,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3299,1,44.5,0,12,13,45000,0,10,0,12,0,2,3,4,0,1,1,0,2,0,2,0,1,1,0,2,0,4,2,4,2,4,1,0,1,1,0,1,,2,1,1
13588,1,32,0,0,8,,1,7,2,3,0,2,0,2 - I created my own job,0,0,5,0,0,0,0,0,0,0,0,2,3,4,2,0,0,2,,0,2,0,0,0,0,0,0,0
18400,1,37,0,1,13,45000,-1 (please specify),7,0,1,0,2,3,2,0,1,4,0,0,2,1,,1,0,0,0,4,4,2,2,1,4,2,0,1,1,1,0,1,0,1,2
19337,1,22,0,12,1.5,15000,-1 (please specify),8,0,-1 (please specify),0,1,0,2,0,1,1,0,2,3,1,,0,0,0,0,3,4,0,2,2,4,1,2,1,0,0,1,0,0,0,2
5457,1,32,0,14,8,65000,1,5,0,7,0,0,2,4,3,1,5,I don't know,2,4,1,,3,0,0,1,4,4,2,0,1,4,0,0,2,1,1,1,2,0,0,2
235,1,27,0,1,1.5,5000,1,8,2,13,0,0,4,1,0,0,4,I don't know,,,,,,,,,,,,,,,,,,,,,,,,
286,1,27,0,0,8,15000,,8,0,1,8,0,0,1,0,1,2,0,0,4,1,0,0,0,0,2,0,4,2,0,3,0,2,0,2,0,0,0,0,0,0,2
287,1,37,0,1,8,,-1 (please specify),7,0,12,0,2,2,7,2,1,3,0,0,3,1,1,1,2,1,1,4,2,2,2,4,2,1,1,2,1,0,1,1,1,1,2
318,1,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,1,27,0,3,3.5,25000,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,1,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,1,22,0,3,0.5,5000,1,8,0,3,0,2,0,1,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,
484,1,27,0,0,3.5,,0,7,0,3,7,3,3,4,0,0,5,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,
505,1,22,1,,0.5,5000,0,5,77,,,,,,3,0,2,0,2,6,,,1,0,1,0,0,4,1,2,2,4,0,1,2,0,1,1,1,1,1,2
